,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss
,value,value,value,value,value,value,value,value,value
606,0.08811475336551666,10942.8046875,0.01890910603106022,,,,0.00016569122090004385,0.0010000000474974513,0.10212746262550354
607,0.08811475336551666,10942.8046875,0.01890910603106022,,,,0.00010702628060244024,0.0010000000474974513,
608,0.08811451494693756,10942.81640625,0.018909910693764687,1.0,-0.10159420222043991,1.0,0.00019944479572586715,0.0010000000474974513,0.10152359306812286
609,0.08811451494693756,10942.81640625,0.018909910693764687,,,,9.574381692800671e-05,0.0010000000474974513,
610,0.08811426907777786,10942.826171875,0.018910709768533707,,,,5.760700150858611e-05,0.0010000000474974513,0.09951874613761902
611,0.08811426907777786,10942.826171875,0.018910709768533707,,,,5.310369306243956e-05,0.0010000000474974513,
612,0.08811402320861816,10942.8369140625,0.018911544233560562,1.0,-0.10157418251037598,1.0,8.4900893853046e-05,0.0010000000474974513,0.10288119316101074
613,0.08811402320861816,10942.8369140625,0.018911544233560562,,,,9.889421198749915e-05,0.0010000000474974513,
614,0.08811376243829727,10942.8466796875,0.018912412226200104,,,,0.00018342927796766162,0.0010000000474974513,0.1010235846042633
615,0.08811376243829727,10942.8466796875,0.018912412226200104,,,,4.256546526448801e-05,0.0010000000474974513,
616,0.08811349421739578,10942.8583984375,0.018913298845291138,1.0,-0.10155638307332993,1.0,8.470856118947268e-05,0.0010000000474974513,0.10253997892141342
617,0.08811349421739578,10942.8583984375,0.018913298845291138,,,,0.00020480109378695488,0.0010000000474974513,
618,0.08811323344707489,10942.8681640625,0.018914202228188515,,,,0.0001178755410364829,0.0010000000474974513,0.1028972789645195
619,0.08811323344707489,10942.8681640625,0.018914202228188515,,,,0.00011523677676450461,0.0010000000474974513,
620,0.0881129577755928,10942.87890625,0.018915114924311638,1.0,-0.10154041647911072,1.0,0.00028936515445820987,0.0010000000474974513,0.1027073785662651
621,0.0881129577755928,10942.87890625,0.018915114924311638,,,,2.3579244952998124e-05,0.0010000000474974513,
622,0.08811268210411072,10942.8896484375,0.018916035071015358,,,,0.00021942699095234275,0.0010000000474974513,0.10131839662790298
623,0.08811268210411072,10942.8896484375,0.018916035071015358,,,,0.00014901018585078418,0.0010000000474974513,
624,0.08811240643262863,10942.900390625,0.018916964530944824,1.0,-0.10152602195739746,1.0,0.00023415536270476878,0.0010000000474974513,0.10166855156421661
625,0.08811240643262863,10942.900390625,0.018916964530944824,,,,0.00017696255235932767,0.0010000000474974513,
626,0.08811213076114655,10942.91015625,0.018917901441454887,,,,0.00010424327774671838,0.0010000000474974513,0.102030448615551
627,0.08811213076114655,10942.91015625,0.018917901441454887,,,,4.021812492283061e-05,0.0010000000474974513,
628,0.08811184763908386,10942.9208984375,0.018918856978416443,1.0,-0.10151287913322449,1.0,5.94609446125105e-05,0.0010000000474974513,0.09934354573488235
629,0.08811184763908386,10942.9208984375,0.018918856978416443,,,,6.272444443311542e-05,0.0010000000474974513,
630,0.08811155706644058,10942.9306640625,0.01891985349357128,,,,0.00017413898603990674,0.0010000000474974513,0.10480345040559769
631,0.08811155706644058,10942.9306640625,0.01891985349357128,,,,0.00010396320431027561,0.0010000000474974513,
632,0.08811124414205551,10942.9423828125,0.01892090030014515,1.0,-0.1015007421374321,1.0,2.9826758691342548e-05,0.0010000000474974513,0.09930630028247833
633,0.08811124414205551,10942.9423828125,0.01892090030014515,,,,7.108270801836625e-05,0.0010000000474974513,
634,0.08811092376708984,10942.9521484375,0.018921984359622,,,,3.802403443842195e-05,0.0010000000474974513,0.10447864234447479
635,0.08811092376708984,10942.9521484375,0.018921984359622,,,,0.0002642207546159625,0.0010000000474974513,
636,0.08811060339212418,10942.962890625,0.01892307586967945,1.0,-0.10148946195840836,1.0,5.6881770433392376e-05,0.0010000000474974513,0.09925852715969086
637,0.08811060339212418,10942.962890625,0.01892307586967945,,,,0.00010562680836301297,0.0010000000474974513,
638,0.0881102904677391,10942.97265625,0.018924158066511154,,,,7.784564513713121e-05,0.0010000000474974513,0.10302892327308655
639,0.0881102904677391,10942.97265625,0.018924158066511154,,,,6.320123793557286e-05,0.0010000000474974513,
640,0.08810997754335403,10942.9833984375,0.018925225362181664,1.0,-0.10147885978221893,1.0,0.00025354253011755645,0.0010000000474974513,0.09765029698610306
641,0.08810997754335403,10942.9833984375,0.018925225362181664,,,,0.00012302107643336058,0.0010000000474974513,
642,0.08810966461896896,10942.994140625,0.01892627589404583,,,,0.0002941942657344043,0.0010000000474974513,0.1042516902089119
643,0.08810966461896896,10942.994140625,0.01892627589404583,,,,9.582648635841906e-05,0.0010000000474974513,
644,0.08810935914516449,10943.00390625,0.01892731711268425,1.0,-0.10146883875131607,1.0,4.719522621599026e-05,0.0010000000474974513,0.09971936047077179
645,0.08810935914516449,10943.00390625,0.01892731711268425,,,,0.00010166160791413859,0.0010000000474974513,
646,0.08810906112194061,10943.013671875,0.018928339704871178,,,,0.00019044955843128264,0.0010000000474974513,0.10479655861854553
647,0.08810906112194061,10943.013671875,0.018928339704871178,,,,4.0098835597746074e-05,0.0010000000474974513,
648,0.08810876309871674,10943.0234375,0.018929341807961464,1.0,-0.10145930200815201,1.0,9.032393427332863e-05,0.0010000000474974513,0.10114677250385284
649,0.08810876309871674,10943.0234375,0.018929341807961464,,,,0.00012995403085369617,0.0010000000474974513,
650,0.08810847997665405,10943.033203125,0.01893032155930996,,,,2.7373069315217435e-05,0.0010000000474974513,0.10269825160503387
651,0.08810847997665405,10943.033203125,0.01893032155930996,,,,0.00022711172641720623,0.0010000000474974513,
652,0.08810819685459137,10943.04296875,0.018931273370981216,1.0,-0.10145018249750137,1.0,2.808683530020062e-05,0.0010000000474974513,0.10075126588344574
653,0.08810819685459137,10943.04296875,0.018931273370981216,,,,2.9330454708542675e-05,0.0010000000474974513,
654,0.08810792118310928,10943.0517578125,0.018932200968265533,,,,0.0001221169368363917,0.0010000000474974513,0.10110744833946228
655,0.08810792118310928,10943.0517578125,0.018932200968265533,,,,3.913832188118249e-05,0.0010000000474974513,
656,0.0881076529622078,10943.0615234375,0.018933111801743507,1.0,-0.1014413982629776,1.0,6.415645475499332e-05,0.0010000000474974513,0.1022343710064888
657,0.0881076529622078,10943.0615234375,0.018933111801743507,,,,7.371099491138011e-05,0.0010000000474974513,
